1.66625E+18,0,-0.615224183,-0.331867069,-0.640357614,0.318285406,-1.611194611,-0.000712305,2.18599081
1.66625E+18,0.010084717,-0.615223944,-0.331866741,-0.640358329,0.31828475,-1.611196041,-0.000712156,2.185992479
1.66625E+18,0.020169434,-0.615223467,-0.331886023,-0.640347123,0.318288147,-1.611192822,-0.000738353,2.185956001
1.66625E+18,0.030253662,-0.615224779,-0.33187452,-0.640351593,0.318288565,-1.611189008,-0.000721663,2.185973883
1.66625E+18,0.040338379,-0.615221798,-0.331868976,-0.640361428,0.31828028,-1.611206889,-0.000717223,2.185995817
1.66625E+18,0.050422852,-0.615219116,-0.331863523,-0.640370607,0.31827265,-1.611223102,-0.000712663,2.18601656
1.66625E+18,0.060507324,-0.615216672,-0.331864476,-0.640375316,0.318267047,-1.611236572,-0.000716388,2.186023712
1.66625E+18,0.070591797,-0.61521405,-0.331865132,-0.640380442,0.318261057,-1.61125052,-0.000719875,2.186032057
1.66625E+18,0.080676514,-0.615212023,-0.331884623,-0.640372396,0.318260819,-1.611255765,-0.000747919,2.186000586
1.66625E+18,0.090760742,-0.615209937,-0.331880718,-0.640379369,0.318254948,-1.61126852,-0.00074485,2.186016321
1.66625E+18,0.100845459,-0.61521405,-0.331901729,-0.640357196,0.31826961,-1.611239552,-0.000768751,2.185959101
1.66625E+18,0.110929932,-0.615218163,-0.331887275,-0.640357554,0.318276018,-1.611221194,-0.000745267,2.185972691
1.66625E+18,0.121014404,-0.615218997,-0.331887335,-0.640355766,0.318277985,-1.611216784,-0.000744522,2.185969591
1.66625E+18,0.131098877,-0.615219891,-0.331876785,-0.640360594,0.318277568,-1.611215115,-0.000729591,2.185987473
1.66625E+18,0.141183594,-0.61522001,-0.331874818,-0.640361607,0.318277389,-1.611215115,-0.000726819,2.18599081
1.66625E+18,0.151268066,-0.615225434,-0.331861854,-0.64035821,0.318287164,-1.611189246,-0.00070411,2.185996532
1.66625E+18,0.161352539,-0.61522156,-0.331875235,-0.640358031,0.318281114,-1.611206532,-0.000725865,2.185984373
1.66625E+18,0.171437256,-0.615214527,-0.331881583,-0.640368938,0.318266034,-1.61124289,-0.000741392,2.185997486
1.66625E+18,0.181521484,-0.615213454,-0.331878513,-0.64037323,0.318262756,-1.611249804,-0.000738353,2.1860075
1.66625E+18,0.191606201,-0.615211725,-0.331897974,-0.640364587,0.318263203,-1.6112535,-0.000766099,2.185975313
1.66625E+18,0.201690674,-0.615213275,-0.331889182,-0.640366793,0.318264902,-1.61124742,-0.000752688,2.185986996
1.66625E+18,0.211775146,-0.615210831,-0.331891,-0.640370905,0.318259478,-1.611260414,-0.000757665,2.185992479
1.66625E+18,0.221859619,-0.615210831,-0.331885755,-0.640374243,0.318258256,-1.611262083,-0.000750631,2.18600297
1.66625E+18,0.231944336,-0.615210891,-0.331880569,-0.640377402,0.318257153,-1.611263156,-0.000743717,2.186012983
1.66625E+18,0.242028564,-0.615211666,-0.331875831,-0.640378833,0.318257809,-1.611260653,-0.000736624,2.186019659
1.66625E+18,0.252113281,-0.6152125,-0.331878871,-0.640375018,0.31826061,-1.61125493,-0.000739753,2.186010361
1.66625E+18,0.262197998,-0.615218401,-0.331875265,-0.640364707,0.318273723,-1.611223698,-0.000729024,2.185995817
1.66625E+18,0.272282227,-0.615217328,-0.331875592,-0.640366793,0.318271279,-1.61122942,-0.000730515,2.185999155
1.66625E+18,0.282366943,-0.615218878,-0.331859767,-0.640373528,0.31827119,-1.611225724,-0.000707895,2.186024904
1.66625E+18,0.292451416,-0.615217626,-0.331860185,-0.640375972,0.318268269,-1.611232519,-0.000709772,2.186028719
1.66625E+18,0.302535889,-0.615219533,-0.331853896,-0.640375853,0.318271399,-1.611223817,-0.000699371,2.186034203
1.66625E+18,0.312620361,-0.615216494,-0.331854671,-0.640381813,0.318264395,-1.611240149,-0.000703454,2.186043739
1.66625E+18,0.322705078,-0.615215898,-0.331851125,-0.640385449,0.31826207,-1.611244678,-0.000699401,2.186053276
1.66625E+18,0.332789307,-0.615215302,-0.331867427,-0.640376389,0.318264484,-1.611243129,-0.000721693,2.186022997
1.66625E+18,0.342874023,-0.615214467,-0.331884772,-0.640367031,0.31826666,-1.611242294,-0.000745684,2.185991287
1.66625E+18,0.352958496,-0.615215838,-0.33187452,-0.640370727,0.318267405,-1.611238122,-0.000730664,2.186007023
1.66625E+18,0.363043213,-0.615214229,-0.33187747,-0.640372217,0.318264335,-1.611245871,-0.000736207,2.186006784
1.66625E+18,0.373127441,-0.61521399,-0.331855565,-0.640386581,0.318258703,-1.611253619,-0.00070715,2.18605113
1.66625E+18,0.383212158,-0.615217507,-0.33185485,-0.640379608,0.318266749,-1.611234665,-0.000702739,2.186039925
1.66625E+18,0.393296387,-0.615217328,-0.331847072,-0.640384912,0.318264544,-1.611238003,-0.000692517,2.186055899
1.66625E+18,0.403381104,-0.615214169,-0.331837147,-0.640397966,0.318254709,-1.611258268,-0.000682503,2.18608737
1.66625E+18,0.41346582,-0.615214348,-0.331826836,-0.640404105,0.318252772,-1.611260295,-0.000668496,2.186107159
1.66625E+18,0.423550049,-0.61521709,-0.331839919,-0.640389919,0.318262309,-1.611241341,-0.000683218,2.186070919
1.66625E+18,0.433634766,-0.615216017,-0.33186537,-0.640376151,0.318265706,-1.61123991,-0.000718236,2.186024427
1.66625E+18,0.443719238,-0.615219891,-0.331863493,-0.640368998,0.318274468,-1.611219049,-0.000711829,2.186013699
1.66625E+18,0.453803955,-0.615216732,-0.331883729,-0.640362978,0.318271697,-1.611230493,-0.000742018,2.185985327
1.66625E+18,0.463888184,-0.615212858,-0.331889421,-0.640367627,0.318263859,-1.611249924,-0.000753522,2.185988188
1.66625E+18,0.4739729,-0.61520642,-0.331895947,-0.640377164,0.318250239,-1.611283064,-0.000768662,2.185998917
1.66625E+18,0.484057129,-0.615207255,-0.331889451,-0.640379548,0.318250656,-1.61128056,-0.000759155,2.186008692
1.66625E+18,0.494141846,-0.615210295,-0.3318986,-0.64036715,0.318260044,-1.611260891,-0.000768334,2.185979128
1.66625E+18,0.504226318,-0.615212023,-0.331876248,-0.640377641,0.318258911,-1.611258149,-0.000736743,2.186017275
1.66625E+18,0.514311035,-0.615212977,-0.331867337,-0.640381396,0.318258941,-1.611255884,-0.000723988,2.186031818
1.66625E+18,0.524395264,-0.615214109,-0.331873953,-0.64037478,0.318263173,-1.611247778,-0.000731647,2.186014414
1.66625E+18,0.53447998,-0.615215957,-0.331894517,-0.640357733,0.318272471,-1.611231327,-0.000757128,2.185966492
1.66625E+18,0.544564453,-0.61521709,-0.331907779,-0.640346885,0.318278223,-1.611221194,-0.000773728,2.185935974
1.66625E+18,0.554648926,-0.615213633,-0.331908792,-0.64035356,0.318270355,-1.611239672,-0.000778526,2.185946465
1.66625E+18,0.564733643,-0.615213871,-0.331920356,-0.640345812,0.318273515,-1.611235142,-0.000793785,2.185922861
